zip,city,state,county,timezone
01060,Northampton,Massachusetts,Hampshire,America/New_York
01062,Florence,Massachusetts,Hampshire,America/New_York
01063,Northampton,Massachusetts,Hampshire,America/New_York
01066,North Hatfield,Massachusetts,Hampshire,America/New_York
01068,Oakham,Massachusetts,Worcester,America/New_York
01069,Palmer,Massachusetts,Hampden,America/New_York
01070,Plainfield,Massachusetts,Hampshire,America/New_York
01071,Russell,Massachusetts,Hampden,America/New_York
01072,Shutesbury,Massachusetts,Franklin,America/New_York
01073,Southampton,Massachusetts,Hampshire,America/New_York
01074,South Barre,Massachusetts,Worcester,America/New_York
01075,South Hadley,Massachusetts,Hampshire,America/New_York
01077,Southwick,Massachusetts,Hampden,America/New_York
01079,Thorndike,Massachusetts,Hampden,America/New_York
01080,Three Rivers,Massachusetts,Hampden,America/New_York
01081,Wales,Massachusetts,Hampden,America/New_York
01082,Ware,Massachusetts,Hampshire,America/New_York
01083,Warren,Massachusetts,Worcester,America/New_York
01084,West Chesterfield,Massachusetts,Hampshire,America/New_York
01085,Westfield,Massachusetts,Hampden,America/New_York
01088,West Hatfield,Massachusetts,Hampshire,America/New_York
01089,West Springfield,Massachusetts,Hampden,America/New_York
01092,West Warren,Massachusetts,Worcester,America/New_York
01093,Whately,Massachusetts,Franklin,America/New_York
01094,Wheelwright,Massachusetts,Worcester,America/New_York
01095,Wilbraham,Massachusetts,Hampden,America/New_York
01096,Williamsburg,Massachusetts,Hampshire,America/New_York
01097,Woronoco,Massachusetts,Hampden,America/New_York
01098,Worthington,Massachusetts,Hampshire,America/New_York
01103,Springfield,Massachusetts,Hampden,America/New_York
01104,Springfield,Massachusetts,Hampden,America/New_York
01105,Springfield,Massachusetts,Hampden,America/New_York
01106,Longmeadow,Massachusetts,Hampden,America/New_York
01107,Springfield,Massachusetts,Hampden,America/New_York
01108,Springfield,Massachusetts,Hampden,America/New_York
01109,Springfield,Massachusetts,Hampden,America/New_York
01118,Springfield,Massachusetts,Hampden,America/New_York
01119,Springfield,Massachusetts,Hampden,America/New_York
01128,Springfield,Massachusetts,Hampden,America/New_York
01129,Springfield,Massachusetts,Hampden,America/New_York
01144,Springfield,Massachusetts,Hampden,America/New_York
01151,Indian Orchard,Massachusetts,Hampden,America/New_York
01201,Pittsfield,Massachusetts,Berkshire,America/New_York
01220,Adams,Massachusetts,Berkshire,America/New_York
01222,Ashley Falls,Massachusetts,Berkshire,America/New_York
01223,Becket,Massachusetts,Berkshire,America/New_York
01224,Berkshire,Massachusetts,Berkshire,America/New_York
01225,Cheshire,Massachusetts,Berkshire,America/New_York
01226,Dalton,Massachusetts,Berkshire,America/New_York
01229,Glendale,Massachusetts,Berkshire,America/New_York
01230,Great Barrington,Massachusetts,Berkshire,America/New_York
01235,Hinsdale,Massachusetts,Berkshire,America/New_York
01236,Housatonic,Massachusetts,Berkshire,America/New_York
01237,Lanesborough,Massachusetts,Berkshire,America/New_York
01238,Lee,Massachusetts,Berkshire,America/New_York
01240,Lenox,Massachusetts,Berkshire,America/New_York
01242,Lenox Dale,Massachusetts,Berkshire,America/New_York
01243,Middlefield,Massachusetts,Hampshire,America/New_York
01244,Mill River,Massachusetts,Berkshire,America/New_York
01245,Monterey,Massachusetts,Berkshire,America/New_York
01247,North Adams,Massachusetts,Berkshire,America/New_York
01253,Otis,Massachusetts,Berkshire,America/New_York
01254,Richmond,Massachusetts,Berkshire,America/New_York
01255,Sandisfield,Massachusetts,Berkshire,America/New_York
01256,Savoy,Massachusetts,Berkshire,America/New_York
01257,Sheffield,Massachusetts,Berkshire,America/New_York
01258,South Egremont,Massachusetts,Berkshire,America/New_York
01259,Southfield,Massachusetts,Berkshire,America/New_York
01260,South Lee,Massachusetts,Berkshire,America/New_York
01262,Stockbridge,Massachusetts,Berkshire,America/New_York
01264,Tyringham,Massachusetts,Berkshire,America/New_York
01266,West Stockbridge,Massachusetts,Berkshire,America/New_York
01267,Williamstown,Massachusetts,Berkshire,America/New_York
01270,Windsor,Massachusetts,Berkshire,America/New_York
01301,Greenfield,Massachusetts,Franklin,America/New_York
01330,Ashfield,Massachusetts,Franklin,America/New_York
01331,Athol,Massachusetts,Worcester,America/New_York
01337,Bernardston,Massachusetts,Franklin,America/New_York
01338,Buckland,Massachusetts,Franklin,America/New_York
01339,Charlemont,Massachusetts,Franklin,America/New_York
01340,Colrain,Massachusetts,Franklin,America/New_York
01341,Conway,Massachusetts,Franklin,America/New_York
01342,Deerfield,Massachusetts,Franklin,America/New_York
01343,Drury,Massachusetts,Berkshire,America/New_York
01344,Erving,Massachusetts,Franklin,America/New_York
01346,Heath,Massachusetts,Franklin,America/New_York
01347,Lake Pleasant,Massachusetts,Franklin,America/New_York
01349,Millers Falls,Massachusetts,Franklin,America/New_York
01350,Monroe Bridge,Massachusetts,Franklin,America/New_York
01351,Montague,Massachusetts,Franklin,America/New_York
01354,Gill,Massachusetts,Franklin,America/New_York
01355,New Salem,Massachusetts,Franklin,America/New_York
01360,Northfield,Massachusetts,Franklin,America/New_York
01364,Orange,Massachusetts,Franklin,America/New_York
01366,Petersham,Massachusetts,Worcester,America/New_York
01367,Rowe,Massachusetts,Franklin,America/New_York
01368,Royalston,Massachusetts,Worcester,America/New_York
01370,Shelburne Falls,Massachusetts,Franklin,America/New_York
01373,South Deerfield,Massachusetts,Franklin,America/New_York
01375,Sunderland,Massachusetts,Franklin,America/New_York
01376,Turners Falls,Massachusetts,Franklin,America/New_York
01378,Warwick,Massachusetts,Franklin,America/New_York
01379,Wendell,Massachusetts,Franklin,America/New_York
01380,Wendell Depot,Massachusetts,Franklin,America/New_York
01420,Fitchburg,Massachusetts,Worcester,America/New_York
01430,Ashburnham,Massachusetts,Worcester,America/New_York
01431,Ashby,Massachusetts,Middlesex,America/New_York
01432,Ayer,Massachusetts,Middlesex,America/New_York
01434,Devens,Massachusetts,Worcester,America/New_York
01436,Baldwinville,Massachusetts,Worcester,America/New_York
01438,East Templeton,Massachusetts,Worcester,America/New_York
01440,Gardner,Massachusetts,Worcester,America/New_York
01450,Groton,Massachusetts,Middlesex,America/New_York
01451,Harvard,Massachusetts,Worcester,America/New_York
01452,Hubbardston,Massachusetts,Worcester,America/New_York
01453,Leominster,Massachusetts,Worcester,America/New_York
01460,Littleton,Massachusetts,Middlesex,America/New_York
01462,Lunenburg,Massachusetts,Worcester,America/New_York
01463,Pepperell,Massachusetts,Middlesex,America/New_York
01464,Shirley,Massachusetts,Middlesex,America/New_York
01468,Templeton,Massachusetts,Worcester,America/New_York
01469,Townsend,Massachusetts,Middlesex,America/New_York
01473,Westminster,Massachusetts,Worcester,America/New_York
01474,West Townsend,Massachusetts,Middlesex,America/New_York
01475,Winchendon,Massachusetts,Worcester,America/New_York
01501,Auburn,Massachusetts,Worcester,America/New_York
01503,Berlin,Massachusetts,Worcester,America/New_York
01504,Blackstone,Massachusetts,Worcester,America/New_York
01505,Boylston,Massachusetts,Worcester,America/New_York
01506,Brookfield,Massachusetts,Worcester,America/New_York
01507,Charlton,Massachusetts,Worcester,America/New_York
01510,Clinton,Massachusetts,Worcester,America/New_York
01515,East Brookfield,Massachusetts,Worcester,America/New_York
01516,Douglas,Massachusetts,Worcester,America/New_York
01518,Fiskdale,Massachusetts,Worcester,America/New_York
01519,Grafton,Massachusetts,Worcester,America/New_York
01520,Holden,Massachusetts,Worcester,America/New_York
01521,Holland,Massachusetts,Hampden,America/New_York
01522,Jefferson,Massachusetts,Worcester,America/New_York
01523,Lancaster,Massachusetts,Worcester,America/New_York
01524,Leicester,Massachusetts,Worcester,America/New_York
01525,Linwood,Massachusetts,Worcester,America/New_York
01527,Millbury,Massachusetts,Worcester,America/New_York
01529,Millville,Massachusetts,Worcester,America/New_York
01531,New Braintree,Massachusetts,Worcester,America/New_York
01532,Northborough,Massachusetts,Worcester,America/New_York
01534,Northbridge,Massachusetts,Worcester,America/New_York
01535,North Brookfield,Massachusetts,Worcester,America/New_York
01536,North Grafton,Massachusetts,Worcester,America/New_York
01537,North Oxford,Massachusetts,Worcester,America/New_York
01540,Oxford,Massachusetts,Worcester,America/New_York
01541,Princeton,Massachusetts,Worcester,America/New_York
01542,Rochdale,Massachusetts,Worcester,America/New_York
01543,Rutland,Massachusetts,Worcester,America/New_York
01545,Shrewsbury,Massachusetts,Worcester,America/New_York
01550,Southbridge,Massachusetts,Worcester,America/New_York
01560,South Grafton,Massachusetts,Worcester,America/New_York
01561,South Lancaster,Massachusetts,Worcester,America/New_York
01562,Spencer,Massachusetts,Worcester,America/New_York
01564,Sterling,Massachusetts,Worcester,America/New_York
01566,Sturbridge,Massachusetts,Worcester,America/New_York
01568,Upton,Massachusetts,Worcester,America/New_York
01569,Uxbridge,Massachusetts,Worcester,America/New_York
01570,Webster,Massachusetts,Worcester,America/New_York
01571,Dudley,Massachusetts,Worcester,America/New_York
01581,Westborough,Massachusetts,Worcester,America/New_York
01583,West Boylston,Massachusetts,Worcester,America/New_York
01585,West Brookfield,Massachusetts,Worcester,America/New_York
01588,Whitinsville,Massachusetts,Worcester,America/New_York
01590,Sutton,Massachusetts,Worcester,America/New_York
01602,Worcester,Massachusetts,Worcester,America/New_York
01603,Worcester,Massachusetts,Worcester,America/New_York
01604,Worcester,Massachusetts,Worcester,America/New_York
01605,Worcester,Massachusetts,Worcester,America/New_York
01606,Worcester,Massachusetts,Worcester,America/New_York
01607,Worcester,Massachusetts,Worcester,America/New_York
01608,Worcester,Massachusetts,Worcester,America/New_York
01609,Worcester,Massachusetts,Worcester,America/New_York
01610,Worcester,Massachusetts,Worcester,America/New_York
01611,Cherry Valley,Massachusetts,Worcester,America/New_York
01612,Paxton,Massachusetts,Worcester,America/New_York
01701,Framingham,Massachusetts,Middlesex,America/New_York
01702,Framingham,Massachusetts,Middlesex,America/New_York
01718,Acton,Massachusetts,Middlesex,America/New_York
01719,Boxborough,Massachusetts,Middlesex,America/New_York
01720,Acton,Massachusetts,Middlesex,America/New_York
01721,Ashland,Massachusetts,Middlesex,America/New_York
01730,Bedford,Massachusetts,Middlesex,America/New_York
01731,Hanscom Afb,Massachusetts,Middlesex,America/New_York
01740,Bolton,Massachusetts,Worcester,America/New_York
01741,Carlisle,Massachusetts,Middlesex,America/New_York
01742,Concord,Massachusetts,Middlesex,America/New_York
01745,Fayville,Massachusetts,Worcester,America/New_York
01746,Holliston,Massachusetts,Middlesex,America/New_York
01747,Hopedale,Massachusetts,Worcester,America/New_York
01748,Hopkinton,Massachusetts,Middlesex,America/New_York
01749,Hudson,Massachusetts,Middlesex,America/New_York
01752,Marlborough,Massachusetts,Middlesex,America/New_York
01754,Maynard,Massachusetts,Middlesex,America/New_York
01756,Mendon,Massachusetts,Worcester,America/New_York
01757,Milford,Massachusetts,Worcester,America/New_York
01760,Natick,Massachusetts,Middlesex,America/New_York
01770,Sherborn,Massachusetts,Middlesex,America/New_York
01772,Southborough,Massachusetts,Worcester,America/New_York
01773,Lincoln,Massachusetts,Middlesex,America/New_York
01775,Stow,Massachusetts,Middlesex,America/New_York
01776,Sudbury,Massachusetts,Middlesex,America/New_York
01778,Wayland,Massachusetts,Middlesex,America/New_York
01801,Woburn,Massachusetts,Middlesex,America/New_York
01803,Burlington,Massachusetts,Middlesex,America/New_York
01810,Andover,Massachusetts,Essex,America/New_York
01821,Billerica,Massachusetts,Middlesex,America/New_York
01824,Chelmsford,Massachusetts,Middlesex,America/New_York
01826,Dracut,Massachusetts,Middlesex,America/New_York
01827,Dunstable,Massachusetts,Middlesex,America/New_York
01830,Haverhill,Massachusetts,Essex,America/New_York
01832,Haverhill,Massachusetts,Essex,America/New_York
01833,Georgetown,Massachusetts,Essex,America/New_York
01834,Groveland,Massachusetts,Essex,America/New_York
01835,Haverhill,Massachusetts,Essex,America/New_York
01840,Lawrence,Massachusetts,Essex,America/New_York
01841,Lawrence,Massachusetts,Essex,America/New_York
01843,Lawrence,Massachusetts,Essex,America/New_York
01844,Methuen,Massachusetts,Essex,America/New_York
01845,North Andover,Massachusetts,Essex,America/New_York
01850,Lowell,Massachusetts,Middlesex,America/New_York
01851,Lowell,Massachusetts,Middlesex,America/New_York
01852,Lowell,Massachusetts,Middlesex,America/New_York
01854,Lowell,Massachusetts,Middlesex,America/New_York
01860,Merrimac,Massachusetts,Essex,America/New_York
01862,North Billerica,Massachusetts,Middlesex,America/New_York
01863,North Chelmsford,Massachusetts,Middlesex,America/New_York
01864,North Reading,Massachusetts,Middlesex,America/New_York
01867,Reading,Massachusetts,Middlesex,America/New_York
01876,Tewksbury,Massachusetts,Middlesex,America/New_York
01879,Tyngsboro,Massachusetts,Middlesex,America/New_York
01880,Wakefield,Massachusetts,Middlesex,America/New_York
01886,Westford,Massachusetts,Middlesex,America/New_York
01887,Wilmington,Massachusetts,Middlesex,America/New_York
01890,Winchester,Massachusetts,Middlesex,America/New_York
01901,Lynn,Massachusetts,Essex,America/New_York
01902,Lynn,Massachusetts,Essex,America/New_York
01904,Lynn,Massachusetts,Essex,America/New_York
01905,Lynn,Massachusetts,Essex,America/New_York
01906,Saugus,Massachusetts,Essex,America/New_York
01907,Swampscott,Massachusetts,Essex,America/New_York
01908,Nahant,Massachusetts,Essex,America/New_York
01913,Amesbury,Massachusetts,Essex,America/New_York
01915,Beverly,Massachusetts,Essex,America/New_York
01921,Boxford,Massachusetts,Essex,America/New_York
01922,Byfield,Massachusetts,Essex,America/New_York
01923,Danvers,Massachusetts,Essex,America/New_York
01929,Essex,Massachusetts,Essex,America/New_York
01930,Gloucester,Massachusetts,Essex,America/New_York
01937,Hathorne,Massachusetts,Essex,America/New_York
01938,Ipswich,Massachusetts,Essex,America/New_York
01940,Lynnfield,Massachusetts,Essex,America/New_York
01944,Manchester,Massachusetts,Essex,America/New_York
01945,Marblehead,Massachusetts,Essex,America/New_York
01949,Middleton,Massachusetts,Essex,America/New_York
01950,Newburyport,Massachusetts,Essex,America/New_York
01951,Newbury,Massachusetts,Essex,America/New_York
01952,Salisbury,Massachusetts,Essex,America/New_York
01960,Peabody,Massachusetts,Essex,America/New_York
01965,Prides Crossing,Massachusetts,Essex,America/New_York
01966,Rockport,Massachusetts,Essex,America/New_York
01969,Rowley,Massachusetts,Essex,America/New_York
01970,Salem,Massachusetts,Essex,America/New_York
01982,South Hamilton,Massachusetts,Essex,America/New_York
01983,Topsfield,Massachusetts,Essex,America/New_York
01984,Wenham,Massachusetts,Essex,America/New_York
01985,West Newbury,Massachusetts,Essex,America/New_York
02019,Bellingham,Massachusetts,Norfolk,America/New_York
02021,Canton,Massachusetts,Norfolk,America/New_York
02025,Cohasset,Massachusetts,Norfolk,America/New_York
02026,Dedham,Massachusetts,Norfolk,America/New_York
02030,Dover,Massachusetts,Norfolk,America/New_York
02032,East Walpole,Massachusetts,Norfolk,America/New_York
02035,Foxboro,Massachusetts,Norfolk,America/New_York
02038,Franklin,Massachusetts,Norfolk,America/New_York
02043,Hingham,Massachusetts,Plymouth,America/New_York
02045,Hull,Massachusetts,Plymouth,America/New_York
02047,Humarock,Massachusetts,Plymouth,America/New_York
02048,Mansfield,Massachusetts,Bristol,America/New_York
02050,Marshfield,Massachusetts,Plymouth,America/New_York
02052,Medfield,Massachusetts,Norfolk,America/New_York
02053,Medway,Massachusetts,Norfolk,America/New_York
02054,Millis,Massachusetts,Norfolk,America/New_York
02056,Norfolk,Massachusetts,Norfolk,America/New_York
02061,Norwell,Massachusetts,Plymouth,America/New_York
02062,Norwood,Massachusetts,Norfolk,America/New_York
02066,Scituate,Massachusetts,Plymouth,America/New_York
02067,Sharon,Massachusetts,Norfolk,America/New_York
02071,South Walpole,Massachusetts,Norfolk,America/New_York
02072,Stoughton,Massachusetts,Norfolk,America/New_York
02081,Walpole,Massachusetts,Norfolk,America/New_York
02090,Westwood,Massachusetts,Norfolk,America/New_York
02093,Wrentham,Massachusetts,Norfolk,America/New_York
02108,Boston,Massachusetts,Suffolk,America/New_York
02109,Boston,Massachusetts,Suffolk,America/New_York
02110,Boston,Massachusetts,Suffolk,America/New_York
02111,Boston,Massachusetts,Suffolk,America/New_York
02113,Boston,Massachusetts,Suffolk,America/New_York
02114,Boston,Massachusetts,Suffolk,America/New_York
02115,Boston,Massachusetts,Suffolk,America/New_York
02116,Boston,Massachusetts,Suffolk,America/New_York
02118,Boston,Massachusetts,Suffolk,America/New_York
02119,Roxbury,Massachusetts,Suffolk,America/New_York
02120,Roxbury Crossing,Massachusetts,Suffolk,America/New_York
02121,Dorchester,Massachusetts,Suffolk,America/New_York
02122,Dorchester,Massachusetts,Suffolk,America/New_York
02124,Dorchester Center,Massachusetts,Suffolk,America/New_York
02125,Dorchester,Massachusetts,Suffolk,America/New_York
02126,Mattapan,Massachusetts,Suffolk,America/New_York
02127,South Boston,Massachusetts,Suffolk,America/New_York
